index,Record ID,Account: AUM,Annual Revenue,CB 1st Priority,CB 2nd Priority,CB Industries,CB Industry Groups,CB Investment Stage,CB Investor Type,City,Company Domain Name,Company name,Company owner,Company Segment,Country/Region,Create Date,Crunchbase Company URL,CrunchBase URL,Data Source,Description,Industry,Is Public,LinkedIn Bio,LinkedIn Company Page,Merged Company IDs,Number of Associated Contacts,Number of Employees,Number of times contacted,Original Source Data 1,Original Source Data 2,Original Source Type,Parent Company,Phone Number,Postal Code,Segment- Comp,State/Region,Street Address,Street Address 2,Total Money Raised,Type,Web Technologies,Website URL,Year Founded
22316,10332490567,Empty,Empty,Health,Other,"Business Development, Finance, Venture Capital","Financial Services, Lending and Investments, Professional Services",Early Stage Venture,Venture Capital,"Austin, Texas, United States",springdaleventures.com,Springdale Ventures,Jay Patel,Empty,United States,2022-12-12 15:10:00,Empty,https://www.crunchbase.com/organization/springdale-ventures,Empty,"We partner with passionate, resolute, founders to accelerate the growth of transformative consumer brands.",Empty,False,"We partner with passionate, resolute, founders to accelerate the growth of transformative consumer brands.",https://www.linkedin.com/company/springdale-ventures,Empty,4,25.0,1.0,IMPORT,30831692,Offline Sources,Empty,(606) 929-1446,78721,Empty,TX,1023 Springdale Rd,Empty,Empty,Empty,Wp Engine; Nginx; Wordpress; Google Cloud; Facebook Connect; Google Apps; Facebook Advertiser,springdaleventures.com,2019.0
22319,10332543636,Empty,10000000.0,Empty,Empty,Empty,Empty,Empty,Empty,Cambridge,flagshipventures.com,Flagshipventures,Jay Patel,Empty,United States,2022-12-12 15:10:00,Empty,Empty,Empty,"Flagship Pioneering is an American life sciences venture capital company based in Cambridge, Massachusetts that invests in biotechnology, life sciences, health and sustainability companies.",Venture Capital & Private Equity,False,"Flagship Pioneering is an American life sciences venture capital company based in Cambridge, Massachusetts that invests in biotechnology, life sciences, health and sustainability companies.",https://www.linkedin.com/company/flagship-pioneering,Empty,1,500.0,5.0,IMPORT,30831692,Offline Sources,Empty,6178681888,02142,Empty,MA,55 Cambridge Parkway,Empty,Empty,Empty,Microsoft Exchange Online; Youtube; Nginx; Google Tag Manager; Salesforce; Microsoft Office 365; Google Maps; Google Analytics; Outlook; Cloud Flare,flagshipventures.com,1999.0
22322,10332421433,Empty,1000000.0,Health,Other,0,0,"Early Stage Venture, Late Stage Venture","Private Equity Firm, Venture Capital","Grand Rapids, Michigan, United States",hopenls.com,Hopen Life Science Ventures,Jay Patel,Empty,United States,2022-12-12 15:10:00,Empty,https://www.crunchbase.com/organization/hopen-life-science-ventures,Empty,Hopen Life Science Ventures invests in exceptional early-to mid-stage life science opportunities.,Venture Capital & Private Equity,False,Empty,https://www.linkedin.com/company/windamere-venture-partners/,Empty,1,10.0,Empty,IMPORT,30831692,Offline Sources,Empty,(440) 385-4225,49503,Empty,MI,171 Monroe Avenue Northwest,Empty,Empty,Empty,Microsoft Exchange Online; Microsoft Office 365; Godaddy Nameserver; Outlook; Wordpress; Google Analytics,hopenls.com,Empty
22329,10332520508,Empty,1000000.0,Fin Tech,Other,"FinTech, Information Technology, Internet, SaaS, Software","Financial Services, Information Technology, Internet Services, Software","Early Stage Venture, Venture","Private Equity Firm, Venture Capital","Beverly Hills, California, United States",navigatevc.com,Navigate Ventures LLC,Jay Patel,Empty,United States,2022-12-12 15:10:00,Empty,https://www.crunchbase.com/organization/navigate-ventures-llc,Empty,Navigate Ventures is an early growth stage venture fund focused on helping entrepreneurs prepare for rapid growth. Info@navigatevc.com,Empty,False,Navigate Ventures is an early growth stage venture fund focused on helping entrepreneurs prepare for rapid growth. Info@navigatevc.com,https://www.linkedin.com/company/navigate-ventures-llc/,Empty,2,10.0,10.0,IMPORT,30831692,Offline Sources,Empty, +1 310-980-4826,90401,Empty,"Beverly Hills, California, United States",9800 Wilshire Boulevard,Empty,Empty,Empty,Microsoft Exchange Online; Gravity Forms; Microsoft Office 365; Nginx; Wordpress; Recaptcha; Bluehost Hosting; Godaddy Nameserver; Outlook,navigatevc.com,2019.0
22333,10332207947,Empty,100000000.0,Fin Tech,Other,"Biotechnology, Finance, Venture Capital","Biotechnology, Financial Services, Lending and Investments, Science and Engineering","Early Stage Venture, Seed",Venture Capital,"Mclean, Virginia, United States",amplifierventures.com,Amplifier Venture Partners,Jay Patel,Empty,United States,2022-12-12 15:10:00,Empty,https://www.crunchbase.com/organization/amplifier-venture-partners,Empty,"Amplifier Ventures is an early stage venture capital fund that has been operating since 2005. It has 11 current investments, including Bright Hub, Cardstar, Hook Mobile, Ozmosis, Small Act and Zenoss. Amplifiers national footprint includes resources in Boulder, Colorado; Research Triangle, North Carolina; Silicon Valley and Washington, DC. Its investment model is generally to be the first institutional investor in the companies that it finances.",Venture Capital & Private Equity,False,"Amplifier Ventures is an early stage venture capital fund that has been operating since 2005. It has 11 current investments, including Bright Hub, Cardstar, Hook Mobile, Ozmosis, Small Act and Zenoss. Amplifiers national footprint includes resources in Boulder, Colorado; Research Triangle, North Carolina; Silicon Valley and Washington, DC. Its investment model is generally to be the first institutional investor in the companies that it finances.",https://www.linkedin.com/company/rocana-ventures/,Empty,1,10.0,0.0,IMPORT,30831692,Offline Sources,Empty,414.727.6400,22101,Empty,VA,1614 Brookside Rd,Empty,Empty,Empty,Squarespace; Rackspace Email; Typekit By Adobe; Namecheap Dns; Wordpress,amplifierventures.com,2014.0
22336,10332556948,Empty,1000000.0,Fin Tech,Other,"Banking, Financial Services, FinTech, Incubators, Venture Capital","Financial Services, Lending and Investments",Early Stage Venture,Venture Capital,"Wilmington, North Carolina, United States",canapi.com,Canapi Ventures,Jay Patel,Empty,United States,2022-12-12 15:10:00,Empty,https://www.crunchbase.com/organization/canapi,Empty,Canapi is a fintech venture capital fund investing in early- to growth-stage financial technology companies. Learn more about the firm and our team.,Empty,False,Canapi is a fintech venture capital fund investing in early- to growth-stage financial technology companies. Learn more about the firm and our team.,https://www.linkedin.com/company/canapiventures/,Empty,3,10.0,0.0,IMPORT,30831692,Offline Sources,Empty,202.315.1800,20006,Empty,DC,801 17th Street Northwest,Empty,Empty,Empty,Microsoft Exchange Online; Salesforce; Microsoft Office 365; Google Tag Manager; Google Analytics; Godaddy Nameserver; Outlook; Sukuri/Cloudproxy,canapi.com,2018.0
22337,10330784571,Empty,1000000.0,Empty,Empty,Empty,Empty,Empty,Empty,San Francisco,sabbaticalventures.com,"SABBATICAL VENTURES, LLC",Jay Patel,Empty,United States,2022-12-12 15:10:00,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,1,10.0,Empty,IMPORT,30831692,Offline Sources,Empty,12032472626,94121,Empty,CA,629 29TH AVE,Empty,Empty,Empty,Empty,sabbaticalventures.com,Empty
22338,10332308875,Empty,10000000.0,Other,Other,0,0,"Early Stage Venture, Late Stage Venture",Venture Capital,"Austin, Texas, United States",tritonventures.com,Triton Ventures,Jay Patel,Empty,United States,2022-12-12 15:10:00,Empty,https://www.crunchbase.com/organization/triton-ventures,Empty,"Triton's initial investments typically range from $500,000 to $4 million, depending upon the needs of the company. We support portfolio companies as they make progress with additional follow-on investments, and we are often involved in introducing other investors to the company or in leading investment syndicates. In deciding which companies to fund among the hundreds we encounter, we tend to focus on three key considerations: Will the company's technology-based product or service significantly change the way business is conducted? Is there a large and/or rapidly growing market, manageable competition and moderate capital requirements? Is there a ""positively charged"" management team with experience and enthusiasm that we will feel good about working with even when things do not go according to plan? If the answer to all three questions is yes, we will definitely have an interest.",Venture Capital & Private Equity,False,"Triton's initial investments typically range from $500,000 to $4 million, depending upon the needs of the company. We support portfolio companies as they make progress with additional follow-on investments, and we are often involved in introducing other investors to the company or in leading investment syndicates. In deciding which companies to fund among the hundreds we encounter, we tend to focus on three key considerations: Will the company's technology-based product or service significantly change the way business is conducted? Is there a large and/or rapidly growing market, manageable competition and moderate capital requirements? Is there a ""positively charged"" management team with experience and enthusiasm that we will feel good about working with even when things do not go according to plan? If the answer to all three questions is yes, we will definitely have an interest.",https://www.linkedin.com/company/triton-ventures,Empty,1,10.0,Empty,IMPORT,30831692,Offline Sources,Empty,0,78759,Empty,TX,4833 Spicewood Springs Rd,Empty,Empty,Empty,Empty,tritonventures.com,1998.0
22341,10330784570,Empty,1000000.0,Fin Tech,Other,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",Seed,Venture Capital,"New York, New York, United States",lattice.vc,Lattice Ventures,Jay Patel,Empty,United States,2022-12-12 15:10:00,Empty,https://www.crunchbase.com/organization/lattice-ventures,Empty,"Native is the neighborhood photography blog of acclaimed New York City-based photographer Saul Bauer. A lifelong New Yorker with a penchant for international travel, Saul’s style is best described as architectural portraiture. He just calls himself a street photographer.",Empty,False,"Native is the neighborhood photography blog of acclaimed New York City-based photographer Saul Bauer. A lifelong New Yorker with a penchant for international travel, Saul’s style is best described as architectural portraiture. He just calls himself a street photographer.",https://www.linkedin.com/company/lattice-ventures/,Empty,1,10.0,Empty,IMPORT,30831692,Offline Sources,Empty,203 661-6601,10011,Empty,NY,625 6th Avenue,Empty,Empty,Empty,Squarespace; Typekit By Adobe; Google Analytics; Google Apps,lattice.vc,2016.0
22350,10332218918,Empty,1000000.0,Blockchain/Crypto,Real Estate,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments","Early Stage Venture, Seed",Venture Capital,"New Orleans, Louisiana, United States",voodooventures.com,Voodoo Ventures,Jay Patel,Empty,United Kingdom,2022-12-12 15:10:00,Empty,https://www.crunchbase.com/organization/voodoo-ventures,Empty,"Back our angel syndicate run by @cschultz Portfolio: @lucidhq, @flutterwave, @tizeti, @microtraction 4x exits - @neighborland @the86co @disruptioncorp +",Non-Profit Organization Management,False,"Back our angel syndicate run by @cschultz Portfolio: @lucidhq, @flutterwave, @tizeti, @microtraction 4x exits - @neighborland @the86co @disruptioncorp +",0,Empty,1,10.0,5.0,IMPORT,30831692,Offline Sources,Empty,504-298-8884,FK7 7RP,Empty,Stirling,643 Magazine St,Ste 412,Empty,Empty,Segment; Cloud Flare; Intercom; Google Apps; Google Analytics,voodooventures.com,2003.0
22357,10330743705,Empty,1000000.0,Health,Other,"Financial Services, Health Care, Information Technology, Venture Capital","Financial Services, Health Care, Information Technology, Lending and Investments","Early Stage Venture, Seed",Venture Capital,Nashville,altvc.com,Altitude Ventures,Jay Patel,Empty,United States,2022-12-12 15:10:00,Empty,https://www.crunchbase.com/organization/altitude-ventures,Empty,"A Nashville based investment firm that makes seed, angel, and venture investments in healthcare and technology companies",Empty,False,"A Nashville based investment firm that makes seed, angel, and venture investments in healthcare and technology companies",https://www.linkedin.com/company/22347199/,Empty,4,10.0,0.0,IMPORT,30831692,Offline Sources,Empty,615-334-0287,37205,Empty,Tennessee,104 Woodmont Blvd,Empty,Empty,Empty,1&1 Hosting; Apache; Wordpress; Google Tag Manager; Google Analytics; Google Apps,altvc.com,2012.0
22360,10332411207,Empty,Empty,Health,Fin Tech,0,0,"Convertible Note, Non Equity Assistance, Seed","Family Investment Office, Syndicate","Chicago, Illinois, United States",standingoaksvc.com,Standing Oaks Venture Partners,Jay Patel,Empty,Empty,2022-12-12 15:10:00,Empty,https://www.crunchbase.com/organization/standing-oaks-venture-partners,Empty,Empty,Empty,False,Empty,0,Empty,1,Empty,Empty,IMPORT,30831692,Offline Sources,Empty,0,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Recaptcha; Google Apps,standingoaksvc.com,Empty
